Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,establishment_age,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_MRP_Categories,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
NCU05,11.8,NA,0.058451805,Non perishable,79.9618,OUT027,34,1,0,241.6854,1,False,False,False,True
NCR38,17.25,NA,0.113748685,Non perishable,251.3724,OUT045,17,0,1,6795.1548,4,False,True,False,False
NCR18,15.85,NA,0.020603511,Non perishable,42.7112,OUT017,12,0,1,639.168,1,False,True,False,False
NCU41,18.85,NA,0.052044976,Non perishable,192.1846,OUT035,15,0,1,3248.4382,4,False,True,False,False
FDY56,16.35,NA,0.062764429,Fruits and Vegetables,227.6062,OUT017,12,0,1,7222.5984,4,False,True,False,False
DRJ51,14.1,Low Fat,0.087977262,Drinks,229.0668,OUT035,15,0,1,3225.1352,4,False,True,False,False
FDK21,7.905,Low Fat,0.010010425,Processed Foods,249.0408,OUT035,15,0,1,3755.112,4,False,True,False,False
FDY25,12.0,Low Fat,0.033946163,Processed Foods,179.3976,OUT013,32,2,0,3440.8544,3,False,True,False,False
FDU44,12.15,NA,0.058414678,Fruits and Vegetables,163.4552,OUT035,15,0,1,974.7312,3,False,True,False,False
FDL43,10.1,Low Fat,0.027106459,Meats,75.367,OUT049,20,1,2,535.969,1,False,True,False,False
FDF05,17.5,Low Fat,0.027022883,Processed Foods,262.491,OUT017,12,0,1,5259.82,4,False,True,False,False
DRF15,18.35,Low Fat,0.058153409,Drinks,152.034,OUT019,34,0,2,306.268,3,True,False,False,False
FDL20,17.1,NA,0.128937661,Fruits and Vegetables,112.3886,OUT018,10,1,0,1779.0176,2,False,False,True,False
FDV32,7.785,NA,0.088846306,Fruits and Vegetables,61.451,OUT049,20,1,2,759.012,1,False,True,False,False
FDJ34,11.8,Regular,0.09357779,Processed Foods,125.9704,OUT013,32,2,0,1877.556,2,False,True,False,False
FDG08,13.15,NA,0.165694678,Fruits and Vegetables,171.8764,OUT045,17,0,1,3779.0808,3,False,True,False,False
FDQ04,6.4,Low Fat,0.148392623,Processed Foods,41.5796,OUT019,34,0,2,41.2796,1,True,False,False,False
FDW13,8.5,Low Fat,0.098438394,Processed Foods,51.1324,OUT017,12,0,1,259.662,1,False,True,False,False
NCI17,8.645,NA,0.143303291,Non perishable,96.341,OUT013,32,2,0,193.082,2,False,True,False,False
FDY03,17.6,Regular,0.076276208,Meats,110.9202,OUT045,17,0,1,1687.803,2,False,True,False,False
FDS12,9.1,Low Fat,0.175103435,Processed Foods,127.5362,OUT017,12,0,1,4655.9394,2,False,True,False,False
FDJ55,12.8,Regular,0.023511371,Meats,225.9404,OUT013,32,2,0,4950.8888,4,False,True,False,False
DRK01,7.63,NA,0.06105276,Drinks,95.4436,OUT035,15,0,1,1418.154,2,False,True,False,False
FDG28,9.285,Regular,0.049559042,Processed Foods,246.4144,OUT017,12,0,1,1225.072,4,False,True,False,False
FDY38,13.6,Regular,0.119418124,Drinks,231.03,OUT045,17,0,1,5359.69,4,False,True,False,False
FDN01,8.895,Low Fat,0.072545601,Starchy Foods,176.237,OUT045,17,0,1,1764.37,3,False,True,False,False
NCR54,16.35,NA,0.090486828,Non perishable,195.211,OUT013,32,2,0,2553.343,4,False,True,False,False
FDG29,17.6,Low Fat,0.056245075,Processed Foods,43.3454,OUT013,32,2,0,1006.6896,1,False,True,False,False
FDG24,7.975,Low Fat,0.014618973,Processed Foods,85.225,OUT013,32,2,0,1081.925,1,False,True,False,False
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,12,0,1,308.9312,1,False,True,False,False
FDM28,15.7,Low Fat,0.045166237,Processed Foods,178.666,OUT013,32,2,0,2516.724,3,False,True,False,False
FDW04,8.985,Regular,0.057827101,Processed Foods,128.831,OUT046,22,0,2,1428.141,2,False,True,False,False
FDS26,20.35,Low Fat,0.089394766,Drinks,260.1594,OUT013,32,2,0,2093.2752,4,False,True,False,False
FDQ56,6.59,NA,0.10550944,Fruits and Vegetables,85.6908,OUT013,32,2,0,1929.4884,1,False,True,False,False
FDK51,19.85,Low Fat,0.005234153,Drinks,264.0884,OUT035,15,0,1,5829.7448,4,False,True,False,False
FDL22,16.85,Low Fat,0.036390174,Processed Foods,91.4488,OUT046,22,0,2,2082.6224,1,False,True,False,False
FDH19,19.35,Low Fat,0.03292824,Meats,173.1738,OUT027,34,1,0,7298.4996,3,False,False,False,True
FDY55,16.75,NA,0.081252534,Fruits and Vegetables,256.4988,OUT013,32,2,0,7452.9652,4,False,True,False,False
FDY03,17.6,Regular,0.076552407,Meats,110.5202,OUT017,12,0,1,450.0808,2,False,True,False,False
FDK21,7.905,Low Fat,0.016758569,Processed Foods,250.4408,OUT010,21,0,0,500.6816,4,True,False,False,False
FDZ10,17.85,Low Fat,0.044248175,Processed Foods,126.202,OUT027,34,1,0,3668.558,2,False,False,False,True
FDZ32,7.785,NA,0.038288087,Fruits and Vegetables,103.1964,OUT018,10,1,0,736.3748,2,False,False,True,False
NCZ18,7.825,NA,0.186032678,Non perishable,253.0698,OUT035,15,0,1,6088.0752,4,False,True,False,False
NCF07,9.0,NA,0.031867464,Non perishable,101.0016,OUT027,34,1,0,2125.2336,2,False,False,False,True
DRE49,20.75,NA,0.021370201,Drinks,153.0024,OUT017,12,0,1,2277.036,3,False,True,False,False
FDJ08,11.1,NA,0.193772568,Fruits and Vegetables,190.3846,OUT019,34,0,2,573.2538,4,True,False,False,False
FDT39,6.26,Regular,0.009866049,Meats,151.1366,OUT035,15,0,1,2267.049,3,False,True,False,False
FDE08,18.2,NA,0.082551042,Fruits and Vegetables,147.3734,OUT010,21,0,0,296.9468,3,True,False,False,False
NCD06,13.0,NA,0.099729888,Non perishable,46.306,OUT018,10,1,0,559.272,1,False,False,True,False
FDB57,20.25,NA,0.018801549,Fruits and Vegetables,222.1772,OUT035,15,0,1,5559.43,4,False,True,False,False
NCT54,8.695,NA,0.119721451,Non perishable,95.5094,OUT049,20,1,2,1237.7222,2,False,True,False,False
DRF49,7.27,NA,0.071222087,Drinks,113.5518,OUT045,17,0,1,569.259,2,False,True,False,False
FDM25,10.695,Regular,0.060371962,Starchy Foods,174.0712,OUT027,34,1,0,3866.9664,3,False,False,False,True
FDF20,12.85,NA,0.033287541,Fruits and Vegetables,198.4768,OUT045,17,0,1,1379.5376,4,False,True,False,False
FDH27,7.075,Low Fat,0.05858462,Drinks,142.7128,OUT018,10,1,0,1869.5664,3,False,False,True,False
FDV60,20.2,Regular,0.11679292,Processed Foods,196.211,OUT027,34,1,0,5499.508,4,False,False,False,True
FDY59,8.195,Low Fat,0.031452265,Processed Foods,94.3462,OUT049,20,1,2,925.462,2,False,True,False,False
FDK36,7.09,Low Fat,0.00721395,Processed Foods,47.9034,OUT035,15,0,1,583.2408,1,False,True,False,False
NCM31,6.095,NA,0.081196619,Non perishable,141.4154,OUT046,22,0,2,1418.154,2,False,True,False,False
FDE33,19.35,NA,0.049916364,Fruits and Vegetables,80.2644,OUT017,12,0,1,942.7728,1,False,True,False,False
FDU36,6.15,Low Fat,0.04627095,Processed Foods,99.3384,OUT046,22,0,2,2364.9216,2,False,True,False,False
FDV13,17.35,Regular,0.02747716,Processed Foods,87.9856,OUT027,34,1,0,3251.7672,1,False,False,False,True
FDV20,20.2,NA,0.104704537,Fruits and Vegetables,125.2678,OUT019,34,0,2,254.3356,2,True,False,False,False
NCQ54,17.7,NA,0.012540003,Non perishable,167.0474,OUT035,15,0,1,5895.659,3,False,True,False,False
FDO23,17.85,Low Fat,0.147023834,Starchy Foods,93.7436,OUT018,10,1,0,1134.5232,1,False,False,True,False
DRE60,9.395,NA,0.159657596,Drinks,224.972,OUT045,17,0,1,7696.648,4,False,True,False,False
DRP47,15.75,NA,0.141398626,Drinks,250.5382,OUT017,12,0,1,2775.7202,4,False,True,False,False
FDB21,7.475,NA,0.148821808,Fruits and Vegetables,241.2854,OUT045,17,0,1,5317.0788,4,False,True,False,False
FDR04,7.075,Low Fat,0.0,Processed Foods,98.0068,OUT018,10,1,0,874.8612,2,False,False,True,False
FDX23,6.445,Low Fat,0.029691762,Processed Foods,92.6436,OUT046,22,0,2,1039.9796,1,False,True,False,False
FDX19,19.1,NA,0.096715523,Fruits and Vegetables,235.0958,OUT035,15,0,1,3038.0454,4,False,True,False,False
FDD40,20.25,Regular,0.014790559,Drinks,193.6162,OUT035,15,0,1,3848.324,4,False,True,False,False
FDA01,15.0,Regular,0.054378253,Processed Foods,59.1904,OUT046,22,0,2,527.3136,1,False,True,False,False
FDS33,6.67,Regular,0.123428594,Processed Foods,89.1514,OUT046,22,0,2,2390.8878,1,False,True,False,False
FDM50,13.0,Regular,0.029943463,Processed Foods,60.222,OUT027,34,1,0,1677.816,1,False,False,False,True
FDB29,16.7,Regular,0.052368061,Processed Foods,112.7176,OUT013,32,2,0,801.6232,2,False,True,False,False
FDF46,7.07,Low Fat,0.093861144,Processed Foods,115.5834,OUT045,17,0,1,1267.0174,2,False,True,False,False
FDA33,6.48,Low Fat,0.033968647,Processed Foods,148.0076,OUT045,17,0,1,886.8456,3,False,True,False,False
FDC08,19.0,NA,0.173154079,Fruits and Vegetables,228.272,OUT010,21,0,0,452.744,4,True,False,False,False
FDB53,13.35,Low Fat,0.139735226,Processed Foods,147.5392,OUT045,17,0,1,3877.6192,3,False,True,False,False
FDY31,5.98,NA,0.043351896,Fruits and Vegetables,146.6418,OUT027,34,1,0,4414.254,3,False,False,False,True
DRQ35,9.3,NA,0.042086652,Drinks,122.4388,OUT027,34,1,0,5448.9072,2,False,False,False,True
FDX36,9.695,Regular,0.12848269,Processed Foods,223.9404,OUT049,20,1,2,4950.8888,4,False,True,False,False
DRD13,15.0,NA,0.049357077,Drinks,62.6168,OUT017,12,0,1,958.752,1,False,True,False,False
FDC52,11.15,Regular,0.008326735,Drinks,149.9708,OUT017,12,0,1,1956.1204,3,False,True,False,False
FDB45,20.85,NA,0.021362955,Fruits and Vegetables,103.2306,OUT049,20,1,2,2404.2038,2,False,True,False,False
NCK19,9.8,NA,0.151420934,Non perishable,194.3478,OUT010,21,0,0,387.4956,4,True,False,False,False
FDV51,16.35,Low Fat,0.032511818,Meats,165.0842,OUT013,32,2,0,994.7052,3,False,True,False,False
FDZ35,9.6,Regular,0.022323658,Starchy Foods,101.299,OUT045,17,0,1,1754.383,2,False,True,False,False
NCW17,18.0,NA,0.019292355,Non perishable,129.9994,OUT027,34,1,0,3340.9844,2,False,False,False,True
FDV59,13.35,Low Fat,0.048124443,Starchy Foods,216.7166,OUT045,17,0,1,3918.8988,4,False,True,False,False
DRH39,20.7,Low Fat,0.09261307,Drinks,76.367,OUT013,32,2,0,306.268,1,False,True,False,False
FDN60,15.1,Low Fat,0.094697274,Processed Foods,158.4604,OUT027,34,1,0,4278.4308,3,False,False,False,True
FDU55,16.2,NA,0.035984104,Fruits and Vegetables,260.6278,OUT045,17,0,1,4425.5726,4,False,True,False,False
FDN58,13.8,Regular,0.056596985,Processed Foods,230.9984,OUT027,34,1,0,9267.936,4,False,False,False,True
FDC41,15.6,Low Fat,0.2047,Processed Foods,76.867,OUT019,34,0,2,229.701,1,True,False,False,False
FDO01,21.1,Regular,0.020618324,Starchy Foods,129.3994,OUT027,34,1,0,2055.9904,2,False,False,False,True
NCO43,5.5,NA,0.04709821,Non perishable,101.3016,OUT046,22,0,2,3339.6528,2,False,True,False,False
FDQ07,15.1,NA,0.087584126,Fruits and Vegetables,221.7456,OUT045,17,0,1,6410.3224,4,False,True,False,False
FDF28,15.7,Regular,0.038078899,Processed Foods,122.9046,OUT017,12,0,1,1992.0736,2,False,True,False,False
FDM01,7.895,Regular,0.095102092,Starchy Foods,104.4332,OUT017,12,0,1,2870.9296,2,False,True,False,False
FDY49,17.2,Regular,0.011953902,Processed Foods,164.5184,OUT027,34,1,0,2807.0128,3,False,False,False,True
FDR24,17.35,Regular,0.062799379,Processed Foods,88.183,OUT013,32,2,0,539.298,1,False,True,False,False
NCY18,7.285,NA,0.031125709,Non perishable,174.3054,OUT013,32,2,0,4377.635,3,False,True,False,False
NCY30,20.25,NA,0.026005891,Non perishable,180.9976,OUT045,17,0,1,2716.464,3,False,True,False,False
FDJ22,18.75,Low Fat,0.09246392,Processed Foods,190.9504,OUT019,34,0,2,383.5008,4,True,False,False,False
DRI37,15.85,NA,0.107765165,Drinks,59.5904,OUT049,20,1,2,703.0848,1,False,True,False,False
FDL27,6.17,Low Fat,0.010647477,Meats,66.3826,OUT049,20,1,2,1937.478,1,False,True,False,False
NCO30,19.5,NA,0.015749341,Non perishable,182.2608,OUT049,20,1,2,3307.6944,3,False,True,False,False
NCB07,19.2,NA,0.077628053,Non perishable,197.611,OUT049,20,1,2,3142.576,4,False,True,False,False
FDX25,16.7,Low Fat,0.0,Processed Foods,181.2292,OUT018,10,1,0,2554.0088,3,False,False,True,False
FDP59,20.85,Regular,0.056695731,Starchy Foods,104.0648,OUT018,10,1,0,1869.5664,2,False,False,True,False
FDR59,14.5,Regular,0.063993068,Starchy Foods,260.4594,OUT045,17,0,1,5494.8474,4,False,True,False,False
FDT27,11.395,Regular,0.069529262,Meats,233.1616,OUT013,32,2,0,6093.4016,4,False,True,False,False
DRI01,7.97,NA,0.034452949,Drinks,174.0422,OUT046,22,0,2,2586.633,3,False,True,False,False
FDU09,7.71,Regular,0.06670068,Processed Foods,55.2956,OUT049,20,1,2,1255.6988,1,False,True,False,False
FDH26,19.25,Regular,0.034699737,Processed Foods,141.7496,OUT046,22,0,2,4093.3384,2,False,True,False,False
FDH27,7.075,Low Fat,0.058346939,Drinks,142.2128,OUT046,22,0,2,3163.8816,2,False,True,False,False
FDN39,19.35,Regular,0.065203103,Meats,166.0816,OUT027,34,1,0,5033.448,3,False,False,False,True
FDH40,11.6,Regular,0.078929571,Processed Foods,79.9276,OUT046,22,0,2,1137.1864,1,False,True,False,False
FDJ56,8.985,NA,0.182514881,Fruits and Vegetables,98.77,OUT027,34,1,0,2696.49,2,False,False,False,True
DRN47,12.1,NA,0.016895293,Drinks,178.566,OUT018,10,1,0,898.83,3,False,False,True,False
NCO17,10.0,NA,0.073379745,Non perishable,118.244,OUT046,22,0,2,2756.412,2,False,True,False,False
FDX60,14.35,Low Fat,0.08075758,Processed Foods,81.896,OUT045,17,0,1,878.856,1,False,True,False,False
FDT22,10.395,Low Fat,0.112271498,Processed Foods,58.222,OUT049,20,1,2,659.142,1,False,True,False,False
FDX26,17.7,Low Fat,0.153741385,Drinks,182.6292,OUT019,34,0,2,182.4292,3,True,False,False,False
FDG45,8.1,NA,0.127929521,Fruits and Vegetables,211.4902,OUT013,32,2,0,3610.6334,4,False,True,False,False
FDD44,8.05,NA,0.07838564,Fruits and Vegetables,256.4646,OUT035,15,0,1,5153.292,4,False,True,False,False
FDS15,9.195,Regular,0.078502143,Meats,108.7596,OUT017,12,0,1,2588.6304,2,False,True,False,False
FDL51,20.7,Regular,0.047684831,Drinks,212.5876,OUT018,10,1,0,1286.3256,4,False,False,True,False
FDL32,15.7,NA,0.123159656,Fruits and Vegetables,110.1544,OUT017,12,0,1,1230.3984,2,False,True,False,False
FDZ07,15.1,NA,0.0,Fruits and Vegetables,60.2194,OUT027,34,1,0,1733.7432,1,False,False,False,True
NCW53,18.35,NA,0.053392944,Non perishable,193.8162,OUT019,34,0,2,384.8324,4,True,False,False,False
NCA54,16.5,NA,0.036715907,Non perishable,180.0318,OUT045,17,0,1,3969.4996,3,False,True,False,False
FDX09,9.0,Low Fat,0.065236932,Processed Foods,176.437,OUT035,15,0,1,7763.228,3,False,True,False,False
FDO51,6.785,Regular,0.041947547,Meats,41.2112,OUT013,32,2,0,809.6128,1,False,True,False,False
FDW49,19.5,Low Fat,0.082888496,Processed Foods,178.6002,OUT018,10,1,0,1253.7014,3,False,False,True,False
FDB27,7.575,Low Fat,0.055390121,Drinks,195.2768,OUT046,22,0,2,5715.2272,4,False,True,False,False
FDF45,18.2,NA,0.012194556,Fruits and Vegetables,57.7904,OUT013,32,2,0,1464.76,1,False,True,False,False
FDV02,16.75,Low Fat,0.060495243,Drinks,169.8106,OUT013,32,2,0,3251.1014,3,False,True,False,False
FDY28,7.47,Regular,0.0,Processed Foods,214.3218,OUT035,15,0,1,4274.436,4,False,True,False,False
FDX31,20.35,NA,0.014753811,Fruits and Vegetables,231.7958,OUT027,34,1,0,5375.0034,4,False,False,False,True
FDR43,18.2,NA,0.160707489,Fruits and Vegetables,38.019,OUT027,34,1,0,1318.284,1,False,False,False,True
FDP51,13.85,Regular,0.085622362,Meats,119.4124,OUT018,10,1,0,2251.7356,2,False,False,True,False
FDL52,6.635,Regular,0.046350909,Processed Foods,37.4506,OUT017,12,0,1,1176.4686,1,False,True,False,False
FDR44,6.11,NA,0.102920886,Fruits and Vegetables,130.4968,OUT046,22,0,2,3523.4136,2,False,True,False,False
FDB34,15.25,Low Fat,0.026604781,Processed Foods,86.2198,OUT035,15,0,1,610.5386,1,False,True,False,False
FDC50,15.85,Low Fat,0.0,Processed Foods,96.4094,OUT035,15,0,1,1237.7222,2,False,True,False,False
FDT57,15.2,Low Fat,0.031860325,Processed Foods,235.1248,OUT010,21,0,0,474.0496,4,True,False,False,False
FDP22,14.65,Regular,0.0,Processed Foods,52.6666,OUT027,34,1,0,717.7324,1,False,False,False,True
DRE49,20.75,NA,0.021250002,Drinks,150.5024,OUT046,22,0,2,2580.6408,3,False,True,False,False
FDM40,10.195,Low Fat,0.159936948,Processed Foods,143.2154,OUT046,22,0,2,2552.6772,3,False,True,False,False
FDY32,7.605,NA,0.129503146,Fruits and Vegetables,164.021,OUT045,17,0,1,3914.904,3,False,True,False,False
FDW07,18.0,NA,0.142688846,Fruits and Vegetables,88.5514,OUT046,22,0,2,796.9626,1,False,True,False,False
FDU02,13.35,Low Fat,0.179484411,Drinks,228.9352,OUT019,34,0,2,916.1408,4,True,False,False,False
NCF18,18.35,NA,0.089163056,Non perishable,191.3504,OUT045,17,0,1,3259.7568,4,False,True,False,False
FDQ56,6.59,NA,0.105761491,Fruits and Vegetables,84.8908,OUT049,20,1,2,1677.816,1,False,True,False,False
FDN58,13.8,Regular,0.056960814,Processed Foods,230.0984,OUT049,20,1,2,3707.1744,4,False,True,False,False
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,22,0,2,2954.1546,3,False,True,False,False
FDY34,10.5,Regular,0.011026594,Processed Foods,166.4842,OUT018,10,1,0,2652.5472,3,False,False,True,False
NCE19,8.97,NA,0.093203257,Non perishable,52.7956,OUT045,17,0,1,1037.3164,1,False,True,False,False
NCK31,10.895,NA,0.026916794,Non perishable,50.9666,OUT027,34,1,0,717.7324,1,False,False,False,True
NCJ29,10.6,NA,0.035264298,Non perishable,86.1224,OUT045,17,0,1,426.112,1,False,True,False,False
FDT59,13.65,Low Fat,0.015908424,Starchy Foods,231.1668,OUT035,15,0,1,6911.004,4,False,True,False,False
NCX41,19.0,NA,0.017719277,Non perishable,211.0244,OUT046,22,0,2,3811.0392,4,False,True,False,False
FDU45,15.6,Regular,0.035334201,Processed Foods,115.3518,OUT027,34,1,0,2277.036,2,False,False,False,True
FDW24,6.8,Low Fat,0.065652494,Processed Foods,48.9034,OUT019,34,0,2,48.6034,1,True,False,False,False
FDF22,6.865,Low Fat,0.056919038,Processed Foods,212.8218,OUT049,20,1,2,5770.4886,4,False,True,False,False
FDM60,10.8,Regular,0.048143292,Processed Foods,40.2138,OUT046,22,0,2,690.4346,1,False,True,False,False
FDR02,16.7,Low Fat,0.022047313,Drinks,110.2886,OUT013,32,2,0,1890.2062,2,False,True,False,False
DRP35,18.85,NA,0.090427268,Drinks,126.2336,OUT027,34,1,0,3195.84,2,False,False,False,True
FDS48,15.15,Low Fat,0.027779254,Processed Foods,150.1708,OUT046,22,0,2,1504.708,3,False,True,False,False
NCZ42,10.5,NA,0.0,Non perishable,238.3248,OUT010,21,0,0,711.0744,4,True,False,False,False
FDZ38,17.6,Low Fat,0.008033611,Drinks,174.2422,OUT018,10,1,0,4311.055,3,False,False,True,False
FDH19,19.35,Low Fat,0.033088472,Meats,175.4738,OUT046,22,0,2,521.3214,3,False,True,False,False
NCB55,15.7,NA,0.160663021,Non perishable,59.4562,OUT046,22,0,2,829.5868,1,False,True,False,False
FDC15,18.1,Low Fat,0.178975721,Drinks,155.5288,OUT017,12,0,1,1571.288,3,False,True,False,False
FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,OUT035,15,0,1,2403.538,4,False,True,False,False
FDW35,10.6,Low Fat,0.0194158,Starchy Foods,41.6454,OUT019,34,0,2,83.8908,1,True,False,False,False
FDB44,6.655,NA,0.016993225,Fruits and Vegetables,211.0586,OUT045,17,0,1,844.2344,4,False,True,False,False
NCC06,19.0,NA,0.027139013,Non perishable,127.3336,OUT017,12,0,1,2940.1728,2,False,True,False,False
FDR04,7.075,Low Fat,0.03777249,Processed Foods,98.0068,OUT010,21,0,0,291.6204,2,True,False,False,False
FDB17,13.15,Low Fat,0.036746479,Processed Foods,181.2976,OUT045,17,0,1,3259.7568,3,False,True,False,False
FDW43,20.1,NA,0.022460102,Fruits and Vegetables,226.8036,OUT049,20,1,2,3415.554,4,False,True,False,False
FDA27,20.35,Regular,0.0,Drinks,256.7672,OUT018,10,1,0,5624.6784,4,False,False,True,False
NCU41,18.85,NA,0.05213575,Non perishable,190.1846,OUT049,20,1,2,6687.961,4,False,True,False,False
FDY56,16.35,NA,0.062508438,Fruits and Vegetables,227.1062,OUT049,20,1,2,5642.655,4,False,True,False,False
FDV39,11.3,Low Fat,0.007309544,Meats,196.2426,OUT018,10,1,0,4943.565,4,False,False,True,False
FDN32,17.5,NA,0.015623754,Fruits and Vegetables,182.6266,OUT018,10,1,0,3135.2522,3,False,False,True,False
FDW07,18.0,NA,0.142978223,Fruits and Vegetables,87.4514,OUT045,17,0,1,796.9626,1,False,True,False,False
FDZ27,7.935,Low Fat,0.017191055,Drinks,51.535,OUT045,17,0,1,848.895,1,False,True,False,False
FDW23,5.765,Low Fat,0.143592939,Processed Foods,37.3164,OUT019,34,0,2,38.6164,1,True,False,False,False
FDU01,20.25,Regular,0.011995271,Processed Foods,184.5924,OUT046,22,0,2,4997.4948,3,False,True,False,False
FDF10,15.5,Regular,0.15717236,Processed Foods,149.1418,OUT049,20,1,2,588.5672,3,False,True,False,False
DRH03,17.25,Low Fat,0.061393095,Drinks,91.812,OUT019,34,0,2,372.848,1,True,False,False,False
FDW27,5.86,Regular,0.264124669,Meats,155.7314,OUT019,34,0,2,155.1314,3,True,False,False,False
DRI13,15.35,NA,0.020310046,Drinks,218.0508,OUT013,32,2,0,3038.7112,4,False,True,False,False
NCR05,10.1,NA,0.054630834,Non perishable,200.2084,OUT046,22,0,2,1587.2672,4,False,True,False,False
FDB29,16.7,Regular,0.052517969,Processed Foods,115.4176,OUT045,17,0,1,687.1056,2,False,True,False,False
FDL51,20.7,Regular,0.047565208,Drinks,213.4876,OUT049,20,1,2,1929.4884,4,False,True,False,False
FDB11,16.0,Low Fat,0.060797393,Starchy Foods,223.8404,OUT013,32,2,0,3600.6464,4,False,True,False,False
FDI35,14.0,Low Fat,0.041291169,Starchy Foods,180.7634,OUT046,22,0,2,2181.1608,3,False,True,False,False
FDX08,12.85,NA,0.022604051,Fruits and Vegetables,181.4318,OUT046,22,0,2,3428.2042,3,False,True,False,False
FDP59,20.85,Regular,0.056580228,Starchy Foods,105.6648,OUT045,17,0,1,623.1888,2,False,True,False,False
NCJ18,12.35,NA,0.164196823,Non perishable,120.5124,OUT049,20,1,2,2133.2232,2,False,True,False,False
FDJ41,6.85,Low Fat,0.022976497,Processed Foods,261.6594,OUT018,10,1,0,3401.5722,4,False,False,True,False
FDU08,10.3,NA,0.027310252,Fruits and Vegetables,101.0042,OUT035,15,0,1,1289.6546,2,False,True,False,False
FDS09,8.895,Regular,0.141975462,Processed Foods,49.6008,OUT019,34,0,2,50.6008,1,True,False,False,False
DRH15,8.775,Low Fat,0.0,Drinks,45.9428,OUT013,32,2,0,790.9704,1,False,True,False,False
